Concatenated,Year,Month,Reg,X5,Code,Trust,Indicator,value,Description
2021-22MARCHRX7,2021-22,MARCH,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A33,142847410,Response times - C3 - Response times - Total (hours)
2021-22MARCHRX7,2021-22,MARCH,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A34,11250,Response times - C3 - Response times - Mean (hour: min:sec)
2021-22MARCHRX7,2021-22,MARCH,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A35,26796,Response times - C3 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRX7,2021-22,MARCH,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A36,6738873,Response times - C4 - Response times - Total (hours)
2021-22MARCHRX7,2021-22,MARCH,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A37,22844,Response times - C4 - Response times - Mean (hour: min:sec)
2021-22MARCHRX7,2021-22,MARCH,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A38,57987,Response times - C4 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,2439110,Response times - C1 - Response times - Total (hours)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,628,Response times - C1 - Response times - Mean (min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,1131,Response times - C1 - Response times - 90th centile (min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,1837983,Response times - C1T - Response times - Total (hours)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,756,Response times - C1T - Response times - Mean (min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1355,Response times - C1T - Response times - 90th centile (min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,83282584,Response times - C2 - Response times - Total (hours)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,3200,Response times - C2 - Response times - Mean (hour: min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,6610,Response times - C2 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,163068837,Response times - C3 - Response times - Total (hours)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,13890,Response times - C3 - Response times - Mean (hour: min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,31118,Response times - C3 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,9879802,Response times - C4 - Response times - Total (hours)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,17272,Response times - C4 - Response times - Mean (hour: min:sec)
2021-22MARCHRYE,2021-22,MARCH,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,38213,Response times - C4 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,2701011,Response times - C1 - Response times - Total (hours)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,575,Response times - C1 - Response times - Mean (min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,1008,Response times - C1 - Response times - 90th centile (min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,2094573,Response times - C1T - Response times - Total (hours)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,694,Response times - C1T - Response times - Mean (min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1236,Response times - C1T - Response times - 90th centile (min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,82108647,Response times - C2 - Response times - Total (hours)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,2397,Response times - C2 - Response times - Mean (hour: min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,4957,Response times - C2 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,178492931,Response times - C3 - Response times - Total (hours)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,12371,Response times - C3 - Response times - Mean (hour: min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,29201,Response times - C3 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,5020824,Response times - C4 - Response times - Total (hours)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,15839,Response times - C4 - Response times - Mean (hour: min:sec)
2021-22MARCHRYD,2021-22,MARCH,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,35309,Response times - C4 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,7059595,Response times - C1 - Response times - Total (hours)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,787,Response times - C1 - Response times - Mean (min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,1405,Response times - C1 - Response times - 90th centile (min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,4562975,Response times - C1T - Response times - Total (hours)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,876,Response times - C1T - Response times - Mean (min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1568,Response times - C1T - Response times - 90th centile (min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,257331852,Response times - C2 - Response times - Total (hours)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,6823,Response times - C2 - Response times - Mean (hour: min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,16310,Response times - C2 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,189071147,Response times - C3 - Response times - Total (hours)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,22041,Response times - C3 - Response times - Mean (hour: min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,57429,Response times - C3 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,1976696,Response times - C4 - Response times - Total (hours)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,25021,Response times - C4 - Response times - Mean (hour: min:sec)
2021-22MARCHRYF,2021-22,MARCH,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,68037,Response times - C4 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A24,5284958,Response times - C1 - Response times - Total (hours)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A25,511,Response times - C1 - Response times - Mean (min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A26,887,Response times - C1 - Response times - 90th centile (min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A27,3911940,Response times - C1T - Response times - Total (hours)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A28,594,Response times - C1T - Response times - Mean (min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A29,1046,Response times - C1T - Response times - 90th centile (min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A30,168687950,Response times - C2 - Response times - Total (hours)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A31,3456,Response times - C2 - Response times - Mean (hour: min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A32,7989,Response times - C2 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A33,194357326,Response times - C3 - Response times - Total (hours)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A34,14931,Response times - C3 - Response times - Mean (hour: min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A35,40923,Response times - C3 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A36,8214337,Response times - C4 - Response times - Total (hours)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A37,18133,Response times - C4 - Response times - Mean (hour: min:sec)
2021-22MARCHRYA,2021-22,MARCH,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,A38,44650,Response times - C4 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A24,4541770,Response times - C1 - Response times - Total (hours)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A25,582,Response times - C1 - Response times - Mean (min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A26,1012,Response times - C1 - Response times - 90th centile (min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A27,3626990,Response times - C1T - Response times - Total (hours)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A28,657,Response times - C1T - Response times - Mean (min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A29,1160,Response times - C1T - Response times - 90th centile (min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A30,109842995,Response times - C2 - Response times - Total (hours)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A31,2801,Response times - C2 - Response times - Mean (hour: min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A32,6116,Response times - C2 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A33,83679672,Response times - C3 - Response times - Total (hours)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A34,9239,Response times - C3 - Response times - Mean (hour: min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A35,22559,Response times - C3 - Response times - 90th centile (hour: min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A36,1265634,Response times - C4 - Response times - Total (hours)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A37,9445,Response times - C4 - Response times - Mean (hour: min:sec)
2021-22MARCHRX8,2021-22,MARCH,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A38,25875,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A24,5033062,Response times - C1 - Response times - Total (hours)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A25,584,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A26,1072,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A27,5647436,Response times - C1T - Response times - Total (hours)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A28,1010,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A29,2199,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A30,149926669,Response times - C2 - Response times - Total (hours)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A31,4168,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A32,9352,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A33,94235874,Response times - C3 - Response times - Total (hours)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A34,12369,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A35,31971,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A36,1231648,Response times - C4 - Response times - Total (hours)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A37,13103,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRX9,2022-23,APRIL,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A38,34378,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A24,4972841,Response times - C1 - Response times - Total (hours)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A25,617,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A26,1141,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A27,4257087,Response times - C1T - Response times - Total (hours)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A28,829,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A29,1460,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A30,148801475,Response times - C2 - Response times - Total (hours)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A31,3830,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A32,8431,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A33,104285668,Response times - C3 - Response times - Total (hours)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A34,11907,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A35,28375,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A36,2433156,Response times - C4 - Response times - Total (hours)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A37,8721,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRYC,2022-23,APRIL,Y61,East of England,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,A38,32476,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A24,74371,Response times - C1 - Response times - Total (hours)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A25,658,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A26,1186,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A27,61589,Response times - C1T - Response times - Total (hours)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A28,760,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A29,1212,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A30,1809175,Response times - C2 - Response times - Total (hours)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A31,1686,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A32,3671,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A33,2916585,Response times - C3 - Response times - Total (hours)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A34,3910,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A35,8936,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A36,306622,Response times - C4 - Response times - Total (hours)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A37,6012,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILR1F,2022-23,APRIL,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A38,11554,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A24,3984451,Response times - C1 - Response times - Total (hours)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A25,400,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A26,686,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A27,4590869,Response times - C1T - Response times - Total (hours)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A28,663,Response times - C1T - Response times - Mean (min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A29,1156,Response times - C1T - Response times - 90th centile (min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A30,120781702,Response times - C2 - Response times - Total (hours)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A31,2269,Response times - C2 - Response times - Mean (hour: min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A32,5263,Response times - C2 - Response times - 90th centile (hour: min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A33,103075786,Response times - C3 - Response times - Total (hours)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A34,5513,Response times - C3 - Response times - Mean (hour: min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A35,13969,Response times - C3 - Response times - 90th centile (hour: min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A36,11648596,Response times - C4 - Response times - Total (hours)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A37,11331,Response times - C4 - Response times - Mean (hour: min:sec)
2022-23APRILRRU,2022-23,APRIL,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A38,24277,Response times - C4 - Response times - 90th centile (hour: min:sec)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,1287292,Response times - C1 - Response times - Total (hours)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,436,Response times - C1 - Response times - Mean (min:sec)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,769,Response times - C1 - Response times - 90th centile (min:sec)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,857821,Response times - C1T - Response times - Total (hours)
2022-23APRILRX6,2022-23,APRIL,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,505,Response times - C1T - Response times - Mean (min:sec)
